Year,player_name,last_name,last_name_year,first_name,team,team_clean,Position,games_played,goals,assists,points,penalty_mins,pp_goals,pp_assists,sh_goals,sh_assists,
2012,"Murphy, Brent",Murphy,"Murphy, 2012", Brent,PET,PET,D,17,1,1,2,8,0,1,0,0,
2012,"Newhouse, Jonathan",Newhouse,"Newhouse, 2012", Jonathan,BRA,BRA,D,14,1,1,2,19,0,0,0,0,
2012,"Sweeting, Bryce",Sweeting,"Sweeting, 2012", Bryce,PET,PET,AP,3,0,2,2,30,0,0,0,0,
2012,"Taylor, Brad",Taylor,"Taylor, 2012", Brad,MIS,MIS,,14,0,2,2,31,0,0,0,0,
2012,"Venton, Jake",Venton,"Venton, 2012", Jake,PET,PET,AP,3,1,1,2,0,0,1,1,0,
2012,", xx",,2012, xx,SNA,SNA,F,1,0,1,1,0,0,0,0,0,
2012,"Ainslie, Justin",Ainslie,"Ainslie, 2012", Justin,KWE,KWE,,8,0,1,1,20,0,0,0,0,
2012,"Banister, Ray",Banister,"Banister, 2012", Ray,TOR,TOR,,15,0,1,1,4,0,0,0,1,
2012,"Bell, Zach",Bell,"Bell, 2012", Zach,BRA,BRA,D,1,0,1,1,0,0,0,0,0,
2012,"Burt, Gatlin",Burt,"Burt, 2012", Gatlin,ORA,ORA,AP,3,1,0,1,2,0,0,0,0,
2012,"Campbell, Bryan",Campbell,"Campbell, 2012", Bryan,BUR,BUR,AP,1,0,1,1,0,0,0,0,0,
2012,"Cimino, Brad",Cimino,"Cimino, 2012", Brad,SCA,SCA,,3,0,1,1,0,0,0,0,0,
2012,"Clark, Everett",Clark,"Clark, 2012", Everett,WHI,WHI,AP,6,1,0,1,12,0,0,0,0,
2012,"Dixon, Owen",Dixon,"Dixon, 2012", Owen,BUR,BUR,UP,1,1,0,1,0,0,0,0,0,
2012,"Garlow AP, Blade",Garlow AP,"Garlow AP, 2012", Blade,SCA,SCA,,1,1,0,1,0,0,0,0,0,
2012,"Haliburton, Chris",Haliburton,"Haliburton, 2012", Chris,BLS,BLS,D,12,0,1,1,4,0,0,0,0,
2012,"Holt, Eric",Holt,"Holt, 2012", Eric,MIS,MIS,,2,1,0,1,0,0,0,0,0,
2012,"Hunter, Robbie",Hunter,"Hunter, 2012", Robbie,TOR,TOR,,8,1,0,1,2,0,0,0,0,
2012,"Jacobs, Darien",Jacobs,"Jacobs, 2012", Darien,PET,PET,AP,3,0,1,1,9,0,0,0,0,
2012,"Johnson, Timmy",Johnson,"Johnson, 2012", Timmy,SNA,SNA,,6,0,1,1,9,0,0,0,0,
2012,"King, Rob",King,"King, 2012", Rob,TOR,TOR,,15,1,0,1,17,0,0,0,0,
2012,"Kunderman, Dustin",Kunderman,"Kunderman, 2012", Dustin,BUR,BUR,UP,2,1,0,1,12,0,0,0,0,
2012,"Linthorne, Ryan",Linthorne,"Linthorne, 2012", Ryan,KWE,KWE,,8,1,0,1,0,0,0,0,0,
2012,"Lum-Walker, Mike",Lum-Walker,"Lum-Walker, 2012", Mike,WHI,WHI,,14,0,1,1,33,0,0,0,0,
2012,"Lyons, Konnor",Lyons,"Lyons, 2012", Konnor,MIS,MIS,,1,1,0,1,2,1,0,0,0,
2012,"Mawdsley, Colin",Mawdsley,"Mawdsley, 2012", Colin,NA,NA,,1,0,1,1,0,0,0,0,0,
2012,"McDermott, Eric",McDermott,"McDermott, 2012", Eric,BRA,BRA,D,18,0,1,1,24,0,0,0,0,
2012,"McInroy, Neil",McInroy,"McInroy, 2012", Neil,TOR,TOR,,2,1,0,1,0,0,0,0,0,
2012,"McKibbon, Elliot",McKibbon,"McKibbon, 2012", Elliot,BUR,BUR,UP,2,0,1,1,0,0,0,0,0,
2012,"McKinnon, Tyler",McKinnon,"McKinnon, 2012", Tyler,MIS,MIS,,4,1,0,1,4,0,0,0,0,
2012,"McWilliams, Cole",McWilliams,"McWilliams, 2012", Cole,PET,PET,AP,1,0,1,1,0,0,0,0,0,
2012,"Menecola, Joey",Menecola,"Menecola, 2012", Joey,MIS,MIS,,13,0,1,1,14,0,0,0,0,
2012,"Montag, Patrick",Montag,"Montag, 2012", Patrick,KWE,KWE,,10,0,1,1,2,0,0,0,0,
2012,"Parsons, Kyle",Parsons,"Parsons, 2012", Kyle,MIS,MIS,,4,0,1,1,2,0,0,0,0,
2012,"Pitts, Brandon",Pitts,"Pitts, 2012", Brandon,MIS,MIS,,13,0,1,1,6,0,0,0,0,
2012,"Pychel, Justin",Pychel,"Pychel, 2012", Justin,SNA,SNA,D,4,1,0,1,0,0,0,0,0,
2012,"Renaud, Eddie",Renaud,"Renaud, 2012", Eddie,BUR,BUR,AP,3,0,1,1,0,0,0,0,0,
2012,"Smith, Lucas",Smith,"Smith, 2012", Lucas,SNA,SNA,D,4,1,0,1,5,0,0,0,0,
2012,"Triolo, Mike",Triolo,"Triolo, 2012", Mike,KWE,KWE,,1,1,0,1,0,0,0,0,0,
2012,"Ainslie (AP), Justin",Ainslie (AP),"Ainslie (AP), 2012", Justin,KWE,KWE,,2,0,0,0,5,0,0,0,0,
2012,"Bedlington, Joe",Bedlington,"Bedlington, 2012", Joe,PET,PET,AP,3,0,0,0,0,0,0,0,0,
2012,"Bilyk, James",Bilyk,"Bilyk, 2012", James,MIS,MIS,,2,0,0,0,8,0,0,0,0,
2012,"Birkoff, Brodie",Birkoff,"Birkoff, 2012", Brodie,PET,PET,AP,3,0,0,0,66,0,0,0,0,
2012,"Bomberry, Tyson",Bomberry,"Bomberry, 2012", Tyson,SNA,SNA,D,3,0,0,0,2,0,0,0,0,
2012,"Boreland, Aaron",Boreland,"Boreland, 2012", Aaron,MIS,MIS,,1,0,0,0,0,0,0,0,0,
2012,"Bridle, Dallas",Bridle,"Bridle, 2012", Dallas,ORA,ORA,AP,1,0,0,0,0,0,0,0,0,
2012,"Brubacher, Brandon",Brubacher,"Brubacher, 2012", Brandon,KWE,KWE,,1,0,0,0,0,0,0,0,0,
2012,"Calberry, Drew",Calberry,"Calberry, 2012", Drew,PET,PET,AP,1,0,0,0,0,0,0,0,0,
2012,"Chabrak, Lucas",Chabrak,"Chabrak, 2012", Lucas,BUR,BUR,AP,1,0,0,0,0,0,0,0,0,
2012,"Coppinger, Luke",Coppinger,"Coppinger, 2012", Luke,TOR,TOR,,3,0,0,0,0,0,0,0,0,
2012,"Daly, Garrett",Daly,"Daly, 2012", Garrett,BRA,BRA,T,6,0,0,0,2,0,0,0,0,
2012,"Dayball, Jordan",Dayball,"Dayball, 2012", Jordan,KWE,KWE,,1,0,0,0,0,0,0,0,0,
2012,"Dhadda, Terin",Dhadda,"Dhadda, 2012", Terin,MIS,MIS,,4,0,0,0,4,0,0,0,0,
2012,"Diachenko, Stefan",Diachenko,"Diachenko, 2012", Stefan,WHI,WHI,D,1,0,0,0,0,0,0,0,0,
2012,"Down, Brad",Down,"Down, 2012", Brad,WHI,WHI,AP,1,0,0,0,4,0,0,0,0,
2012,"Ferchat, Dan",Ferchat,"Ferchat, 2012", Dan,MIS,MIS,,2,0,0,0,0,0,0,0,0,
2012,"Gatt, Dustin",Gatt,"Gatt, 2012", Dustin,SCA,SCA,,8,0,0,0,6,0,0,0,0,
2012,"Holt, Eric",Holt,"Holt, 2012", Eric,MIS,MIS,,1,0,0,0,4,0,0,0,0,
2012,"House, Justin",House,"House, 2012", Justin,BLS,BLS,D,20,0,0,0,25,0,0,0,0,
2012,"Johnson AP, Carney",Johnson AP,"Johnson AP, 2012", Carney,SNA,SNA,T,2,0,0,0,0,0,0,0,0,
2012,"Johnson, Tim",Johnson,"Johnson, 2012", Tim,SNA,SNA,,1,0,0,0,0,0,0,0,0,
2012,"Johnston, Scott",Johnston,"Johnston, 2012", Scott,BUR,BUR,UP,1,0,0,0,0,0,0,0,0,
2012,"Jones-Smith, Jordi",Jones-Smith,"Jones-Smith, 2012", Jordi,WHI,WHI,AP,2,0,0,0,0,0,0,0,0,
2012,"Kras, Daniel",Kras,"Kras, 2012", Daniel,BUR,BUR,T,7,0,0,0,13,0,0,0,0,
2012,"Laidlaw, Luke",Laidlaw,"Laidlaw, 2012", Luke,KWE,KWE,,1,0,0,0,0,0,0,0,0,
2012,"Laidlaw, Seth",Laidlaw,"Laidlaw, 2012", Seth,KWE,KWE,,2,0,0,0,0,0,0,0,0,
2012,"Lee, Colin",Lee,"Lee, 2012", Colin,SNA,SNA,,2,0,0,0,0,0,0,0,0,
2012,"Legree, Tom",Legree,"Legree, 2012", Tom,MIS,MIS,,2,0,0,0,2,0,0,0,0,
2012,"Leroux, Paxton",Leroux,"Leroux, 2012", Paxton,PET,PET,D,2,0,0,0,12,0,0,0,0,
2012,"Letourneau, Keegan",Letourneau,"Letourneau, 2012", Keegan,BRA,BRA,,6,0,0,0,12,0,0,0,0,
2012,"Lockhurst, Jared",Lockhurst,"Lockhurst, 2012", Jared,KWE,KWE,,7,0,0,0,6,0,0,0,0,
2012,"Loyst, Nick",Loyst,"Loyst, 2012", Nick,WHI,WHI,AP,3,0,0,0,4,0,0,0,0,
2012,"MacFarlane, Scott",MacFarlane,"MacFarlane, 2012", Scott,SNA,SNA,,2,0,0,0,2,0,0,0,0,
2012,"McCulligh, Zach",McCulligh,"McCulligh, 2012", Zach,BUR,BUR,UP,1,0,0,0,0,0,0,0,0,
2012,"Meher, Jack",Meher,"Meher, 2012", Jack,BLS,BLS,D,1,0,0,0,0,0,0,0,0,
2012,"Miller, Brody",Miller,"Miller, 2012", Brody,SNA,SNA,F,1,0,0,0,2,0,0,0,0,
2012,"Monoughan, Jordan",Monoughan,"Monoughan, 2012", Jordan,KWE,KWE,,1,0,0,0,0,0,0,0,0,
2012,"Patten, Liam",Patten,"Patten, 2012", Liam,BLS,BLS,AP,2,0,0,0,0,0,0,0,0,
2012,"Pitts, Taylor",Pitts,"Pitts, 2012", Taylor,MIS,MIS,,1,0,0,0,0,0,0,0,0,
2012,"Potter AP, Kyle",Potter AP,"Potter AP, 2012", Kyle,SCA,SCA,,1,0,0,0,0,0,0,0,0,
2012,"Ruggeri, Nick",Ruggeri,"Ruggeri, 2012", Nick,BRA,BRA,AP,1,0,0,0,0,0,0,0,0,
2012,"Salerno, Eion",Salerno,"Salerno, 2012", Eion,BUR,BUR,AP,1,0,0,0,0,0,0,0,0,
2012,"Sheffield, Matt",Sheffield,"Sheffield, 2012", Matt,MIS,MIS,,5,0,0,0,9,0,0,0,0,
2012,"Shepard, Jamie",Shepard,"Shepard, 2012", Jamie,PET,PET,AP,1,0,0,0,0,0,0,0,0,
2012,"Swanson, Chris",Swanson,"Swanson, 2012", Chris,TOR,TOR,,9,0,0,0,0,0,0,0,0,
2012,"Thomas, Drew",Thomas,"Thomas, 2012", Drew,SCA,SCA,,3,0,0,0,2,0,0,0,0,
2012,"Vandenburg, Mark",Vandenburg,"Vandenburg, 2012", Mark,SCA,SCA,,2,0,0,0,0,0,0,0,0,
2012,"Vehar, Griffin",Vehar,"Vehar, 2012", Griffin,TOR,TOR,,7,0,0,0,12,0,0,0,0,
2012,"White, Nate",White,"White, 2012", Nate,PET,PET,O,1,0,0,0,0,0,0,0,0,
2012,"Young, Sean",Young,"Young, 2012", Sean,BUR,BUR,T,11,0,0,0,22,0,0,0,0,
2012,"Zittel, Kyle",Zittel,"Zittel, 2012", Kyle,TOR,TOR,,8,0,0,0,2,0,0,0,0,
2022,FINLAY THOMSON,Thomson,"Thomson, 2022",Finlay,Mimico Mountaineers,MIM,F,19,52,72,124,15,25,24,5,5,
2022,BROCK HALEY,Haley,"Haley, 2022",Brock,Whitby Warriors,WHI,F,16,74,46,120,4,11,11,4,2,
2022,WILLEM FIRTH,Firth,"Firth, 2022",Willem,Toronto Beaches,TOR,F,19,50,56,106,2,8,12,4,2,
2022,ADAM POITRAS,Poitras,"Poitras, 2022",Adam,Whitby Warriors,WHI,F,18,40,64,104,14,4,15,6,3,
2022,CARSON MOYER,Moyer,"Moyer, 2022",Carson,Mimico Mountaineers,MIM,T,20,46,43,89,18,6,4,5,4,
2022,ZACH THOMPSON,Thompson,"Thompson, 2022",Zach,Peterborough Lakers,PET,F,20,31,55,86,12,9,16,3,3,
2022,PARKER PIPHER,Pipher,"Pipher, 2022",Parker,Whitby Warriors,WHI,F,20,37,48,85,25,5,16,0,2,
2022,WILL SHEEHAN,Sheehan,"Sheehan, 2022",Will,Oakville Buzz,OAK,F,19,43,38,81,0,18,13,1,1,
2022,KEATON ZAVITZ,Zavitz,"Zavitz, 2022",Keaton,St. Catharines Athletics,SCA,F,20,29,51,80,17,9,24,7,2,
2022,JACKSON WEBSTER,Webster,"Webster, 2022",Jackson,St. Catharines Athletics,SCA,F,18,30,46,76,14,14,22,2,4,
2022,COLTRANE TYSON,Tyson,"Tyson, 2022",Coltrane,Burlington Chiefs,BUR,F,17,33,40,73,10,13,10,1,1,
2022,TYLER DAVIS,Davis,"Davis, 2022",Tyler,Six Nations Arrows,SNA,F,20,22,51,73,29,9,17,0,1,
2022,LIAM MATTHEWS,Matthews,"Matthews, 2022",Liam,Orangeville Northmen,ORA,F,19,33,38,71,10,5,7,2,1,
2022,MATTHEW COLLISON,Collison,"Collison, 2022",Matthew,Toronto Beaches,TOR,F,18,28,41,69,8,10,10,1,4,
2022,DANIEL CLARK,Clark,"Clark, 2022",Daniel,Peterborough Lakers,PET,F,15,27,38,65,11,7,11,2,5,
2022,BRAEDON SARIS,Saris,"Saris, 2022",Braedon,Burlington Chiefs,BUR,Ð,13,31,32,63,2,6,10,0,0,
2022,OWEN HILTZ,Hiltz,"Hiltz, 2022",Owen,Peterborough Lakers,PET,F,14,26,36,62,6,6,10,5,5,
2022,WILL MACLEOD,Macleod,"Macleod, 2022",Will,Burlington Chiefs,BUR,F,18,27,34,61,2,3,11,0,1,
2022,JUSTIN SYKES,Sykes,"Sykes, 2022",Justin,Mimico Mountaineers,MIM,T,16,25,34,59,8,7,13,5,2,
2022,CURTIS BUKTA,Bukta,"Bukta, 2022",Curtis,Mimico Mountaineers,MIM,T,20,18,40,58,4,4,14,1,4,
2022,THUNDER HILL,Hill,"Hill, 2022",Thunder,Six Nations Arrows,SNA,F,20,29,28,57,4,11,10,2,2,
2022,ROSS HILL,Hill,"Hill, 2022",Ross,Six Nations Arrows,SNA,F,20,26,31,57,6,7,13,1,0,
2022,GREG ELIJAH-BROWN,Elijah-brown,"Elijah-brown, 2022",Greg,Burlington Chiefs,BUR,F,19,23,33,56,0,4,12,0,0,
2022,CLAY SCANLON,Scanlon,"Scanlon, 2022",Clay,St. Catharines Athletics,SCA,F,16,22,34,56,15,9,11,0,3,
2022,BOWIE HORSMAN,Horsman,"Horsman, 2022",Bowie,Brampton Excelsiors,BRA,F,20,19,36,55,0,3,14,2,3,
2022,JAMESON BUCKTOOTH,Bucktooth,"Bucktooth, 2022",Jameson,Orangeville Northmen,ORA,F,12,24,30,54,6,9,10,0,1,
2022,CARTER PAGE,Page,"Page, 2022",Carter,Peterborough Lakers,PET,F,17,17,34,51,6,6,7,1,3,
2022,JUSTIN LEE,Lee,"Lee, 2022",Justin,Mimico Mountaineers,MIM,T,20,25,25,50,30,7,13,1,1,
2022,TYE STEENHUIS,Steenhuis,"Steenhuis, 2022",Tye,St. Catharines Athletics,SCA,F,17,26,22,48,14,7,10,3,1,
2022,TY JESSO,Jesso,"Jesso, 2022",Ty,Kitchener-Waterloo,KWE,Ð,18,13,35,48,4,6,14,1,2,
2022,LUCAS DUDEMAINE,Dudemaine,"Dudemaine, 2022",Lucas,Mimico Mountaineers,MIM,T,19,20,27,47,31,2,9,1,1,
2022,TREY DEERE,Deere,"Deere, 2022",Trey,Orangeville Northmen,ORA,F,15,19,28,47,31,3,6,0,1,
2022,GABRIEL SORICHETTI,Sorichetti,"Sorichetti, 2022",Gabriel,Whitby Warriors,WHI,D,12,17,29,46,4,7,3,2,1,
2022,JACOB HICKEY,Hickey,"Hickey, 2022",Jacob,Toronto Beaches,TOR,F,16,19,26,45,0,6,8,0,1,
2022,ISIAH MORAN-WEEKES,Moran-weekes,"Moran-weekes, 2022",Isiah,Mimico Mountaineers,MIM,F,13,26,18,44,4,8,5,3,4,
2022,JEREMY SEARLE,Searle,"Searle, 2022",Jeremy,Orangeville Northmen,ORA,T,20,20,23,43,25,4,7,1,2,
2022,KOLETON MARQUIS,Marquis,"Marquis, 2022",Koleton,Orangeville Northmen,ORA,F,12,19,24,43,8,4,9,0,0,
2022,DAVID ANDERSON,Anderson,"Anderson, 2022",David,Toronto Beaches,TOR,F,15,19,24,43,6,3,5,2,3,
2022,BRIAN JACKMAN,Jackman,"Jackman, 2022",Brian,Oakville Buzz,OAK,F,17,17,25,42,10,7,10,3,0,
2022,DANTE KULAS,Kulas,"Kulas, 2022",Dante,Peterborough Lakers,PET,F,11,16,26,42,22,3,4,3,3,
2022,CAMERON ACCHIONE,Acchione,"Acchione, 2022",Cameron,Toronto Beaches,TOR,F,14,16,25,41,11,4,5,1,2,
2022,ERIC WARD,Ward,"Ward, 2022",Eric,Brampton Excelsiors,BRA,F,17,15,26,41,21,9,7,0,1,
2022,JOHNATHAN PESHKO,Peshko,"Peshko, 2022",Johnathan,Mimico Mountaineers,MIM,T,8,14,27,41,4,4,10,2,3,
2022,NOAH MILLSAP,Millsap,"Millsap, 2022",Noah,Orangeville Northmen,ORA,T,19,12,29,41,20,1,3,1,2,
2022,BROOKS ENGLISH,English,"English, 2022",Brooks,Burlington Chiefs,BUR,F,14,8,33,41,0,0,9,0,0,
2022,JAKSON RAPOSO,Raposo,"Raposo, 2022",Jakson,Toronto Beaches,TOR,F,18,22,18,40,22,3,2,3,2,
2022,EDWARD QU,Qu,"Qu, 2022",Edward,Oakville Buzz,OAK,F,16,18,21,39,29,5,6,1,0,
2022,GAVIN HOWARD,Howard,"Howard, 2022",Gavin,St. Catharines Athletics,SCA,F,14,20,17,37,0,6,10,0,1,
2022,ERIC MCDONALD,Mcdonald,"Mcdonald, 2022",Eric,Oakville Buzz,OAK,T,19,14,23,37,14,6,7,0,1,
2022,LOGAN DONNELLY,Donnelly,"Donnelly, 2022",Logan,Brampton Excelsiors,BRA,T,20,14,23,37,50,2,5,2,0,
2022,ERICH ACTON,Acton,"Acton, 2022",Erich,Brampton Excelsiors,BRA,,18,17,17,34,14,,3,6,1,0
2022,RILEY KNOX,Knox,"Knox, 2022",Riley,Whitby Warriors,WHI,,18,7,26,33,10,,2,3,2,1
2022,TEHARONHIORENS MCCOMBER,Mccomber,"Mccomber, 2022",Teharonhiorens,Burlington Chiefs,BUR,,16,13,19,32,16,,2,2,0,0
2022,DAYLIN JOHN-HILL,John-hill,"John-hill, 2022",Daylin,Six Nations Arrows,SNA,,15,12,20,32,18,,1,7,0,0
2022,ETHAN HARKINS,Harkins,"Harkins, 2022",Ethan,Brampton Excelsiors,BRA,,20,11,21,32,2,,2,4,1,1
2022,RILEY FORD,Ford,"Ford, 2022",Riley,Kitchener-Waterloo,KWE,,18,9,23,32,2,,2,3,1,5
2022,COLE TEEPLE,Teeple,"Teeple, 2022",Cole,Orangeville Northmen,ORA,,19,7,25,32,6,,0,5,0,1
2022,CHUCK RAWSON,Rawson,"Rawson, 2022",Chuck,Burlington Chiefs,BUR,,10,7,24,31,4,,2,3,0,1
2022,MITCHELL VANEVERY,Vanevery,"Vanevery, 2022",Mitchell,Six Nations Arrows,SNA,,19,15,15,30,2,,5,5,1,0
2022,MICHAEL ANDERSSON,Andersson,"Andersson, 2022",Michael,Whitby Warriors,WHI,,11,12,18,30,0,,4,3,0,4
2022,MICHAEL BLAYMIRES,Blaymires,"Blaymires, 2022",Michael,Peterborough Lakers,PET,,15,12,18,30,2,,1,6,1,0
2022,GEORGE PITT,Pitt,"Pitt, 2022",George,Burlington Chiefs,BUR,,13,10,20,30,6,,3,2,0,0
2022,LUKE DAWICK,Dawick,"Dawick, 2022",Luke,Oakville Buzz,OAK,,17,9,21,30,0,,4,9,1,1
2022,CAM SANDERSON,Sanderson,"Sanderson, 2022",Cam,Orangeville Northmen,ORA,,11,7,23,30,4,,3,3,1,0
2022,JAKE DAWICK,Dawick,"Dawick, 2022",Jake,Oakville Buzz,OAK,,14,7,23,30,6,,0,6,1,2
2022,CHRIS RATHWELL,Rathwell,"Rathwell, 2022",Chris,Kitchener-Waterloo,KWE,,14,15,13,28,6,,2,5,2,1
2022,ZACH MILLER,Miller,"Miller, 2022",Zach,Toronto Beaches,TOR,,14,9,19,28,6,,1,1,2,2
2022,ALEX GASTON,Gaston,"Gaston, 2022",Alex,Toronto Beaches,TOR,,12,13,13,26,19,,0,1,1,1
2022,SHANE HALLIWELL,Halliwell,"Halliwell, 2022",Shane,Kitchener-Waterloo,KWE,,9,11,15,26,23,,0,5,4,3
2022,LOWEN MARTIN,Martin,"Martin, 2022",Lowen,Kitchener-Waterloo,KWE,,14,11,15,26,6,,5,5,0,1
2022,JACK BUDWAY,Budway,"Budway, 2022",Jack,Whitby Warriors,WHI,,13,7,19,26,6,,1,5,0,1
2022,ALEX ROUSSEL AP,Roussel,"Roussel, 2022",Alex,Mimico Mountaineers,MIM,,14,9,16,25,8,,3,4,1,3
2022,EFRAIN BARRETO,Barreto,"Barreto, 2022",Efrain,St. Catharines Athletics,SCA,,13,3,22,25,21,,1,8,0,1
2022,XAVIER TAYLOR,Taylor,"Taylor, 2022",Xavier,St. Catharines Athletics,SCA,,11,16,7,23,15,,4,1,1,0
2022,ALEXANDER MARINIER,Marinier,"Marinier, 2022",Alexander,Burlington Chiefs,BUR,,6,12,11,23,4,,2,4,0,1
2022,NICK DILAURO,Dilauro,"Dilauro, 2022",Nick,Peterborough Lakers,PET,,15,11,12,23,0,,1,2,0,1
2022,ONENIOTEKOWA MARACLE,Maracle,"Maracle, 2022",Oneniotekowa,Six Nations Arrows,SNA,,10,11,11,22,11,,1,0,1,0
2022,RYAN BROOKS,Brooks,"Brooks, 2022",Ryan,Kitchener-Waterloo,KWE,,14,11,11,22,2,,2,5,1,0
2022,MASON HILL,Hill,"Hill, 2022",Mason,Six Nations Arrows,SNA,,20,6,16,22,14,,3,6,0,2
2022,TYLER HENDRYCKS,Hendrycks,"Hendrycks, 2022",Tyler,Peterborough Lakers,PET,,13,12,9,21,8,,2,4,0,0
2022,JAKE DARLISON,Darlison,"Darlison, 2022",Jake,Whitby Warriors,WHI,,18,7,13,20,10,,0,0,0,1
2022,JACK OLDMAN,Oldman,"Oldman, 2022",Jack,Whitby Warriors,WHI,,17,10,9,19,11,,0,0,0,0
2022,LUCAS FERRIERA,Ferriera,"Ferriera, 2022",Lucas,Brampton Excelsiors,BRA,,7,4,15,19,2,,3,2,1,3
2022,MARK WATTERSÊ,Wattersê,"Wattersê, 2022",Mark,Mimico Mountaineers,MIM,,10,4,15,19,0,,0,6,0,0
2022,LUCAS LITTLEJOHN,Littlejohn,"Littlejohn, 2022",Lucas,Whitby Warriors,WHI,,14,9,9,18,2,,1,1,1,0
2022,JACOB POWER,Power,"Power, 2022",Jacob,Burlington Chiefs,BUR,,9,6,12,18,14,,5,2,0,0
2022,JOSH ROSA,Rosa,"Rosa, 2022",Josh,Kitchener-Waterloo,KWE,,7,10,7,17,0,,2,1,4,2
2022,AMOS WHITCOMB,Whitcomb,"Whitcomb, 2022",Amos,Oakville Buzz,OAK,,7,7,10,17,0,,2,3,0,2
2022,NICK CROWLEY,Crowley,"Crowley, 2022",Nick,Peterborough Lakers,PET,,16,7,10,17,18,,0,1,0,1
2022,GAVIIN SNOW,Snow,"Snow, 2022",Gaviin,St. Catharines Athletics,SCA,,9,4,13,17,11,,1,6,0,1
2022,AIDEN LONG,Long,"Long, 2022",Aiden,Orangeville Northmen,ORA,,16,13,3,16,23,,0,0,0,0
2022,COHEN JENNINGS,Jennings,"Jennings, 2022",Cohen,Orangeville Northmen,ORA,,19,8,8,16,6,,3,1,0,0
2022,REED KURTZ,Kurtz,"Kurtz, 2022",Reed,Mimico Mountaineers,MIM,,18,7,9,16,2,,1,0,0,0
2022,MALIKYE GOOD,Good,"Good, 2022",Malikye,Oakville Buzz,OAK,,7,6,10,16,0,,0,4,0,0
2022,RYCOL DAVIS,Davis,"Davis, 2022",Rycol,Six Nations Arrows,SNA,,18,6,10,16,48,,0,1,1,0
2022,TRISTEN DEMPERS,Dempers,"Dempers, 2022",Tristen,Whitby Warriors,WHI,,18,5,11,16,22,,1,0,0,0
2022,CURTIS GODDARD,Goddard,"Goddard, 2022",Curtis,Oakville Buzz,OAK,,19,5,11,16,18,,0,2,0,0
2022,TANNER COLE,Cole,"Cole, 2022",Tanner,Oakville Buzz,OAK,,19,2,14,16,8,,0,4,0,0
2022,OWEN TAPPER,Tapper,"Tapper, 2022",Owen,Whitby Warriors,WHI,,18,8,7,15,22,,1,0,0,0
2022,DYLAN ROBINSON,Robinson,"Robinson, 2022",Dylan,Toronto Beaches,TOR,,18,6,9,15,29,,0,0,1,0
2022,CODY COULSON,Coulson,"Coulson, 2022",Cody,Orangeville Northmen,ORA,,11,8,6,14,4,,2,3,0,0
2022,JACK TRAVASSOS,Travassos,"Travassos, 2022",Jack,Burlington Chiefs,BUR,,19,8,6,14,25,,0,0,1,0
2022,CARTER ACCURSI,Accursi,"Accursi, 2022",Carter,St. Catharines Athletics,SCA,,14,6,8,14,0,,0,0,1,0
2022,DANTE BOWEN,Bowen,"Bowen, 2022",Dante,Brampton Excelsiors,BRA,,16,8,5,13,13,,2,0,1,0
2022,SCOTT REED,Reed,"Reed, 2022",Scott,Whitby Warriors,WHI,,19,4,9,13,33,,0,0,0,3
2022,CARTER BEGLEY AP,Begley,"Begley, 2022",Carter,Mimico Mountaineers,MIM,,8,3,10,13,2,,1,3,0,1
2022,BRYCE CORDINGLEY,Cordingley,"Cordingley, 2022",Bryce,Mimico Mountaineers,MIM,,17,3,10,13,61,,1,1,1,2
2022,BRODY CASKENETTE,Caskenette,"Caskenette, 2022",Brody,Mimico Mountaineers,MIM,,17,2,11,13,6,,1,0,0,2
2022,HUGH KELLEHER,Kelleher,"Kelleher, 2022",Hugh,Oakville Buzz,OAK,,9,10,2,12,6,,1,0,2,0
2022,BEN TRUMBLE,Trumble,"Trumble, 2022",Ben,Peterborough Lakers,PET,,16,7,5,12,10,,3,1,1,1
2022,GREG PALMER,Palmer,"Palmer, 2022",Greg,Toronto Beaches,TOR,,7,6,6,12,7,,0,0,0,1
2022,MATTHEW ACCHIONE,Acchione,"Acchione, 2022",Matthew,Toronto Beaches,TOR,,11,5,7,12,4,,0,3,1,0
2022,LIAM MCGRATH,Mcgrath,"Mcgrath, 2022",Liam,Orangeville Northmen,ORA,,18,3,9,12,27,,0,0,0,0
2022,TAYLOR DOOLEY,Dooley,"Dooley, 2022",Taylor,Toronto Beaches,TOR,,19,3,9,12,23,,1,2,1,0
2022,PEYTIN WALLACE,Wallace,"Wallace, 2022",Peytin,Whitby Warriors,WHI,,19,0,12,12,38,,0,0,0,2
2022,OWEN VANLOON,Vanloon,"Vanloon, 2022",Owen,Six Nations Arrows,SNA,,12,7,4,11,20,,1,1,0,1
2022,ZANE DALPE,Dalpe,"Dalpe, 2022",Zane,Kitchener-Waterloo,KWE,,3,6,5,11,0,,2,0,0,0
2022,ALEXIS SIMARD,Simard,"Simard, 2022",Alexis,Burlington Chiefs,BUR,,19,5,6,11,39,,0,1,0,1
2022,TY MYERS,Myers,"Myers, 2022",Ty,Six Nations Arrows,SNA,,7,3,8,11,2,,1,2,0,0
2022,LIAM KEANE,Keane,"Keane, 2022",Liam,Brampton Excelsiors,BRA,,12,5,5,10,4,,0,2,0,0
2022,MATT HAMILL,Hamill,"Hamill, 2022",Matt,Six Nations Arrows,SNA,,15,5,5,10,2,,0,0,1,0
2022,JAKE WRIGHT,Wright,"Wright, 2022",Jake,Oakville Buzz,OAK,,10,4,6,10,14,,0,4,1,0
