Year,player_name,last_name,last_name_year,first_name,team,team_clean,Position,games_played,goals,assists,points,penalty_mins,pp_goals,pp_assists,sh_goals,sh_assists,
2017,"Montgomery (AP), Mike",Montgomery (AP),"Montgomery (AP), 2017", Mike,PET,PET,,4,0,1,1,4,0,0,0,0,
2017,"Nolan, Chris",Nolan,"Nolan, 2017", Chris,BRA,BRA,T,13,1,0,1,18,0,0,0,0,
2017,"Noseworthy, Brent",Noseworthy,"Noseworthy, 2017", Brent,BUR,BUR,F,7,0,1,1,8,0,0,0,0,
2017,"Rowe, Sam",Rowe,"Rowe, 2017", Sam,TOR,TOR,F,5,0,1,1,0,0,0,0,0,
2017,"Shand, Matt",Shand,"Shand, 2017", Matt,WHI,WHI,,1,0,1,1,2,0,0,0,0,
2017,"Sutton, Steve",Sutton,"Sutton, 2017", Steve,ORA,ORA,T,3,0,1,1,0,0,0,0,0,
2017,"Tait (AP), Dawson",Tait (AP),"Tait (AP), 2017", Dawson,PET,PET,F,1,0,1,1,0,0,0,0,0,
2017,"Thomas AP, Skylar",Thomas AP,"Thomas AP, 2017", Skylar,SNA,SNA,,1,1,0,1,0,0,0,0,0,
2017,"Valade AP, Reid",Valade AP,"Valade AP, 2017", Reid,ORA,ORA,,1,0,1,1,2,0,0,0,0,
2017,"Vince, Matt",Vince,"Vince, 2017", Matt,BRA,BRA,D,3,1,0,1,20,0,0,0,0,
2017,"Wiechers, Matthew",Wiechers,"Wiechers, 2017", Matthew,KWE,KWE,D,5,0,1,1,0,0,0,0,0,
2017,"Wolf, Adam AP",Wolf,"Wolf, 2017", Adam AP,BUR,BUR,,1,0,1,1,0,0,0,0,0,
2017,"Woodland, Kurtis",Woodland,"Woodland, 2017", Kurtis,KWE,KWE,F,1,0,1,1,0,0,0,0,0,
2017,"X Leies, Connor",Leies,"Leies, 2017", Connor,BRA,BRA,O,3,0,1,1,0,0,0,0,0,
2017,"(AP) McGinnis, Dalton",(AP) McGinnis,"(AP) McGinnis, 2017", Dalton,TOR,TOR,D,15,0,0,0,6,0,0,0,0,
2017,"(AP) Veltman, Kris",(AP) Veltman,"(AP) Veltman, 2017", Kris,TOR,TOR,D,1,0,0,0,0,0,0,0,0,
2017,"Acchione, Cameron",Acchione,"Acchione, 2017", Cameron,BLS,BLS,,1,0,0,0,0,0,0,0,0,
2017,"Adams, Kyle",Adams,"Adams, 2017", Kyle,SCA,SCA,T,1,0,0,0,0,0,0,0,0,
2017,"AP Morrisette, Greg",AP Morrisette,"AP Morrisette, 2017", Greg,BUR,BUR,,2,0,0,0,0,0,0,0,0,
2017,"Argent AP, Tye",Argent AP,"Argent AP, 2017", Tye,BUR,BUR,,1,0,0,0,0,0,0,0,0,
2017,"Barefoot AP, Wyatt",Barefoot AP,"Barefoot AP, 2017", Wyatt,ORA,ORA,,1,0,0,0,2,0,0,0,0,
2017,"Biles, Tyler",Biles,"Biles, 2017", Tyler,BRA,BRA,D,3,0,0,0,14,0,0,0,0,
2017,"Bolduc, Yvonne AP",Bolduc,"Bolduc, 2017", Yvonne AP,BUR,BUR,,1,0,0,0,0,0,0,0,0,
2017,"Bradley, Nick",Bradley,"Bradley, 2017", Nick,KWE,KWE,,4,0,0,0,23,0,0,0,0,
2017,"Brown AP, Dawson",Brown AP,"Brown AP, 2017", Dawson,BUR,BUR,,2,0,0,0,0,0,0,0,0,
2017,"Burke, Stuart",Burke,"Burke, 2017", Stuart,BRA,BRA,AP,4,0,0,0,6,0,0,0,0,
2017,"Clark, Christian (AP)",Clark,"Clark, 2017", Christian (AP),WHI,WHI,,2,0,0,0,15,0,0,0,0,
2017,"Clark, Everett",Clark,"Clark, 2017", Everett,WHI,WHI,,1,0,0,0,0,0,0,0,0,
2017,"Fernades, Jeff",Fernades,"Fernades, 2017", Jeff,WHI,WHI,,1,0,0,0,0,0,0,0,0,
2017,"Fox, Hayden",Fox,"Fox, 2017", Hayden,SNA,SNA,,1,0,0,0,0,0,0,0,0,
2017,"Fulgenzi, Nick AP",Fulgenzi,"Fulgenzi, 2017", Nick AP,BUR,BUR,,2,0,0,0,0,0,0,0,0,
2017,"Gaulton, Tyler",Gaulton,"Gaulton, 2017", Tyler,PET,PET,F,8,0,0,0,8,0,0,0,0,
2017,"Gillmore, Hunter",Gillmore,"Gillmore, 2017", Hunter,PET,PET,D,1,0,0,0,0,0,0,0,0,
2017,"Goodwin AP, Josh",Goodwin AP,"Goodwin AP, 2017", Josh,BLS,BLS,,9,0,0,0,4,0,0,0,0,
2017,"Goodwin, Josh",Goodwin,"Goodwin, 2017", Josh,BLS,BLS,F,2,0,0,0,0,0,0,0,0,
2017,"Graham AP, Mack",Graham AP,"Graham AP, 2017", Mack,MIM,MIM,,3,0,0,0,4,0,0,0,0,
2017,"Haber, Austin (AP)",Haber,"Haber, 2017", Austin (AP),TOR,TOR,D,1,0,0,0,0,0,0,0,0,
2017,"Halls AP, Tyler",Halls AP,"Halls AP, 2017", Tyler,ORA,ORA,,1,0,0,0,0,0,0,0,0,
2017,"Halls AP, Tyler",Halls AP,"Halls AP, 2017", Tyler,ORA,ORA,,1,0,0,0,0,0,0,0,0,
2017,"Heidecker, Ben",Heidecker,"Heidecker, 2017", Ben,BUR,BUR,,1,0,0,0,0,0,0,0,0,
2017,"Johnson, Jacob",Johnson,"Johnson, 2017", Jacob,SCA,SCA,D,1,0,0,0,0,0,0,0,0,
2017,"Kearney, Zack",Kearney,"Kearney, 2017", Zack,WHI,WHI,,1,0,0,0,0,0,0,0,0,
2017,"Landriault, Noah",Landriault,"Landriault, 2017", Noah,BLS,BLS,,5,0,0,0,2,0,0,0,0,
2017,"Laprade, Dylan",Laprade,"Laprade, 2017", Dylan,BLS,BLS,D,5,0,0,0,53,0,0,0,0,
2017,"Larock (AP), Trent",Larock (AP),"Larock (AP), 2017", Trent,PET,PET,O,1,0,0,0,0,0,0,0,0,
2017,"Lebar, Noah",Lebar,"Lebar, 2017", Noah,KWE,KWE,F,1,0,0,0,0,0,0,0,0,
2017,"Leclair, Liam",Leclair,"Leclair, 2017", Liam,SNA,SNA,,6,0,0,0,6,0,0,0,0,
2017,"Limoges, Liam",Limoges,"Limoges, 2017", Liam,MIM,MIM,,1,0,0,0,0,0,0,0,0,
2017,"Lint, Connor",Lint,"Lint, 2017", Connor,BLS,BLS,,9,0,0,0,6,0,0,0,0,
2017,"Lint, Connor",Lint,"Lint, 2017", Connor,BLS,BLS,,3,0,0,0,2,0,0,0,0,
2017,"Lynch, John",Lynch,"Lynch, 2017", John,PET,PET,T,2,0,0,0,2,0,0,0,0,
2017,"Maltby AP, Andrew",Maltby AP,"Maltby AP, 2017", Andrew,BLS,BLS,,1,0,0,0,0,0,0,0,0,
2017,"Manning, Jed",Manning,"Manning, 2017", Jed,WHI,WHI,F,1,0,0,0,2,0,0,0,0,
2017,"Manning, Jed",Manning,"Manning, 2017", Jed,WHI,WHI,F,1,0,0,0,0,0,0,0,0,
2017,"Mcdonald, Cam",Mcdonald,"Mcdonald, 2017", Cam,BUR,BUR,F,1,0,0,0,0,0,0,0,0,
2017,"Mueller, Ryan",Mueller,"Mueller, 2017", Ryan,KWE,KWE,AP,2,0,0,0,0,0,0,0,0,
2017,"Nanos, Jordan",Nanos,"Nanos, 2017", Jordan,BLS,BLS,,1,0,0,0,0,0,0,0,0,
2017,"Palmer, Riley",Palmer,"Palmer, 2017", Riley,WHI,WHI,,1,0,0,0,2,0,0,0,0,
2017,"Pattyn, Matt",Pattyn,"Pattyn, 2017", Matt,KWE,KWE,AP,1,0,0,0,2,0,0,0,0,
2017,"Pavlinich, David",Pavlinich,"Pavlinich, 2017", David,KWE,KWE,AP,2,0,0,0,2,0,0,0,0,
2017,"Pilcher, Luke",Pilcher,"Pilcher, 2017", Luke,BUR,BUR,,1,0,0,0,0,0,0,0,0,
2017,"Pilon, Kealan",Pilon,"Pilon, 2017", Kealan,SCA,SCA,O,1,0,0,0,0,0,0,0,0,
2017,"Pongetti AP, Mike",Pongetti AP,"Pongetti AP, 2017", Mike,BUR,BUR,,1,0,0,0,0,0,0,0,0,
2017,"Ponzetti, Mike",Ponzetti,"Ponzetti, 2017", Mike,BUR,BUR,,2,0,0,0,2,0,0,0,0,
2017,"Power, Jakob",Power,"Power, 2017", Jakob,BLS,BLS,,2,0,0,0,0,0,0,0,0,
2017,"Pratt AP, Dustin",Pratt AP,"Pratt AP, 2017", Dustin,ORA,ORA,,1,0,0,0,0,0,0,0,0,
2017,"Pratt, Dustyn",Pratt,"Pratt, 2017", Dustyn,ORA,ORA,T,5,0,0,0,0,0,0,0,0,
2017,"Robinson, Luke",Robinson,"Robinson, 2017", Luke,BUR,BUR,,2,0,0,0,0,0,0,0,0,
2017,"Rowe, Sam",Rowe,"Rowe, 2017", Sam,MIM,MIM,D,5,0,0,0,2,0,0,0,0,
2017,"Schott, Carter",Schott,"Schott, 2017", Carter,WHI,WHI,F,3,0,0,0,0,0,0,0,0,
2017,"Skiruing, AJ",Skiruing,"Skiruing, 2017", AJ,BUR,BUR,,1,0,0,0,0,0,0,0,0,
2017,"Snider, Lucas",Snider,"Snider, 2017", Lucas,KWE,KWE,,7,0,0,0,4,0,0,0,0,
2017,"Stacey, Trevor",Stacey,"Stacey, 2017", Trevor,SNA,SNA,D,8,0,0,0,107,0,0,0,0,
2017,"Thompson, Josh",Thompson,"Thompson, 2017", Josh,BRA,BRA,,6,0,0,0,6,0,0,0,0,
2017,"Vail, Tanner",Vail,"Vail, 2017", Tanner,SCA,SCA,T,6,0,0,0,10,0,0,0,0,
2017,"Van Der Vegt (AP), Thomas",Van Der Vegt (AP),"Van Der Vegt (AP), 2017", Thomas,PET,PET,,1,0,0,0,0,0,0,0,0,
2017,"Wilkie AP, David",Wilkie AP,"Wilkie AP, 2017", David,BLS,BLS,,1,0,0,0,0,0,0,0,0,
2017,"Williams, Jed",Williams,"Williams, 2017", Jed,WHI,WHI,,1,0,0,0,0,0,0,0,0,
2017,"Wright, Joel",Wright,"Wright, 2017", Joel,TOR,TOR,,4,0,0,0,29,0,0,0,0,
2017,"Wyers (AP), Cam",Wyers (AP),"Wyers (AP), 2017", Cam,PET,PET,,7,0,0,0,4,0,0,0,0,
2017,"Yarranton, Max",Yarranton,"Yarranton, 2017", Max,PET,PET,F,1,0,0,0,0,0,0,0,0,
2016,"Teat, Jeff",Teat,"Teat, 2016", Jeff,BRA,BRA,O,19,56,89,145,4,11,23,7,1,
2016,"Staats, Austin",Staats,"Staats, 2016", Austin,SNA,SNA,O,20,72,54,126,76,12,9,4,3,
2016,"Gibson, Tyson",Gibson,"Gibson, 2016", Tyson,BRA,BRA,T,17,45,54,99,5,11,16,4,2,
2016,"Petterson, Clarke",Petterson,"Petterson, 2016", Clarke,BRA,BRA,O,19,27,63,90,18,2,12,1,4,
2016,"Kew, Andrew",Kew,"Kew, 2016", Andrew,BUR,BUR,O,17,46,29,75,12,6,8,4,1,
2016,"Charalambides, Adam",Charalambides,"Charalambides, 2016", Adam,ORA,ORA,F,17,35,39,74,26,3,3,0,1,
2016,"McNabb, Jake",McNabb,"McNabb, 2016", Jake,SNA,SNA,,20,34,40,74,10,4,10,2,1,
2016,"Bomberry, Brendan",Bomberry,"Bomberry, 2016", Brendan,SNA,SNA,O,13,17,52,69,40,3,12,1,0,
2016,"Tinney, Joel",Tinney,"Tinney, 2016", Joel,ORA,ORA,O,16,23,42,65,18,7,5,0,0,
2016,"Welsh, Brenden",Welsh,"Welsh, 2016", Brenden,BLS,BLS,F,20,29,35,64,8,4,9,0,1,
2016,"Kearnan, Connor",Kearnan,"Kearnan, 2016", Connor,WHI,WHI,O,20,32,28,60,8,1,5,0,0,
2016,"Simmons, Alex",Simmons,"Simmons, 2016", Alex,SCA,SCA,F,16,26,34,60,4,2,4,2,0,
2016,"Smith, Drake",Smith,"Smith, 2016", Drake,KWE,KWE,F,19,20,39,59,10,5,9,0,0,
2016,"Nanticoke, Tehoka",Nanticoke,"Nanticoke, 2016", Tehoka,SNA,SNA,O,14,24,33,57,18,3,4,1,1,
2016,"Lanchbury, Ryan",Lanchbury,"Lanchbury, 2016", Ryan,BUR,BUR,O,14,17,38,55,2,4,8,0,2,
2016,"Cloutier, Chris",Cloutier,"Cloutier, 2016", Chris,SNA,SNA,F,12,25,29,54,2,4,6,0,2,
2016,"Zavitz, Carter",Zavitz,"Zavitz, 2016", Carter,SCA,SCA,O,19,17,36,53,8,5,4,1,3,
2016,"Apers, Nolan",Apers,"Apers, 2016", Nolan,SNA,SNA,O,19,22,30,52,10,4,5,0,2,
2016,"Downs, Dereck",Downs,"Downs, 2016", Dereck,MIM,MIM,O,16,28,24,52,10,9,7,2,0,
2016,"Fox, Jake",Fox,"Fox, 2016", Jake,PET,PET,F,18,25,27,52,34,4,3,3,1,
2016,"Bridle, Dallas",Bridle,"Bridle, 2016", Dallas,ORA,ORA,F,20,23,28,51,26,3,4,1,0,
2016,"Donville, Jonathan",Donville,"Donville, 2016", Jonathan,MIM,MIM,O,17,22,28,50,4,6,9,2,0,
2016,"Pyke, Spencer",Pyke,"Pyke, 2016", Spencer,BLS,BLS,F,20,17,32,49,15,4,11,0,1,
2016,"Vangalen, Matt",Vangalen,"Vangalen, 2016", Matt,ORA,ORA,F,18,21,28,49,4,1,1,0,0,
2016,"Wittig, Jeff",Wittig,"Wittig, 2016", Jeff,SCA,SCA,O,17,33,16,49,12,4,3,0,0,
2016,"Currie, Damon",Currie,"Currie, 2016", Damon,KWE,KWE,F,16,21,27,48,4,2,10,3,1,
2016,"Michel, Dan",Michel,"Michel, 2016", Dan,PET,PET,O,20,24,24,48,23,2,5,0,1,
2016,"Yetman, Bryce",Yetman,"Yetman, 2016", Bryce,WHI,WHI,O,18,18,30,48,14,4,3,0,0,
2016,"Hanna, Tristan",Hanna,"Hanna, 2016", Tristan,TOR,TOR,O,20,19,28,47,0,3,4,1,0,
2016,"Ducharme, Lucas",Ducharme,"Ducharme, 2016", Lucas,ORA,ORA,F,20,22,24,46,2,2,4,0,0,
2016,"Theede, Dawson",Theede,"Theede, 2016", Dawson,WHI,WHI,O,17,15,31,46,52,0,5,0,0,
2016,"Milligan, Cam",Milligan,"Milligan, 2016", Cam,PET,PET,O,10,14,31,45,6,2,4,1,1,
2016,"Kealey, Corson",Kealey,"Kealey, 2016", Corson,TOR,TOR,O,20,24,19,43,0,2,3,2,0,
2016,"Killen, Kyle",Killen,"Killen, 2016", Kyle,PET,PET,O,15,21,22,43,21,3,3,0,0,
2016,"Thomson, Tanner",Thomson,"Thomson, 2016", Tanner,MIM,MIM,O,12,24,19,43,9,3,3,3,1,
2016,"Lee, Matthew",Lee,"Lee, 2016", Matthew,MIM,MIM,O,16,24,18,42,50,3,4,0,0,
2016,"Ham, Liam",Ham,"Ham, 2016", Liam,BLS,BLS,,17,10,31,41,9,1,8,1,1,
2016,"Neal, Davis",Neal,"Neal, 2016", Davis,ORA,ORA,F,17,12,29,41,27,2,6,0,0,
2016,"Mackay, Tyler",Mackay,"Mackay, 2016", Tyler,BRA,BRA,O,20,13,27,40,14,1,2,0,3,
2016,"Shea, Patrick",Shea,"Shea, 2016", Patrick,BUR,BUR,O,20,14,25,39,2,5,4,0,2,
2016,"Hamley, Cody",Hamley,"Hamley, 2016", Cody,KWE,KWE,,20,20,18,38,2,6,4,1,1,
2016,"Hutchison, Dylan",Hutchison,"Hutchison, 2016", Dylan,PET,PET,T,20,14,23,37,28,2,5,0,2,
2016,"McLean, Brody",McLean,"McLean, 2016", Brody,TOR,TOR,O,19,16,21,37,0,2,6,0,0,
2016,"Cook, Tanner",Cook,"Cook, 2016", Tanner,WHI,WHI,T,18,16,20,36,10,3,2,1,0,
2016,"Del Zotto, Scott",Del Zotto,"Del Zotto, 2016", Scott,ORA,ORA,F,19,15,21,36,55,0,1,2,0,
2016,"Karam, Nick",Karam,"Karam, 2016", Nick,WHI,WHI,O,17,13,22,35,12,1,0,0,0,
2016,"Robinson, Justin",Robinson,"Robinson, 2016", Justin,BRA,BRA,D,19,14,21,35,20,7,10,0,2,
2016,"Wales, Mitch",Wales,"Wales, 2016", Mitch,BUR,BUR,T,20,12,23,35,2,1,5,0,2,
2016,"Whiteford, James",Whiteford,"Whiteford, 2016", James,BRA,BRA,F,17,13,22,35,8,2,6,0,1,
2016,"Hoggarth, Thomas",Hoggarth,"Hoggarth, 2016", Thomas,ORA,ORA,T,21,13,20,33,0,0,4,1,1,
2016,"Huggins, Justin",Huggins,"Huggins, 2016", Justin,BUR,BUR,O,19,16,17,33,20,1,6,0,0,
2016,"Mawdsley, Colin",Mawdsley,"Mawdsley, 2016", Colin,BLS,BLS,,11,20,12,32,46,7,3,1,0,
2016,"Erskine, Brett",Erskine,"Erskine, 2016", Brett,SCA,SCA,O,15,9,22,31,2,0,2,0,0,
2016,"Miller, Zach",Miller,"Miller, 2016", Zach,SNA,SNA,,8,11,20,31,0,1,6,0,1,
2016,"Goddard, Jordan",Goddard,"Goddard, 2016", Jordan,KWE,KWE,F,16,13,17,30,22,1,2,0,0,
2016,"Garlent, Holden",Garlent,"Garlent, 2016", Holden,SCA,SCA,D,18,18,11,29,12,3,0,0,4,
2016,"Campbell, Andy",Campbell,"Campbell, 2016", Andy,ORA,ORA,F,20,16,12,28,25,3,3,0,0,
2016,"Garlin, Cam",Garlin,"Garlin, 2016", Cam,WHI,WHI,O,19,16,12,28,12,1,1,0,0,
2016,"Kurtz, Tye",Kurtz,"Kurtz, 2016", Tye,KWE,KWE,F,13,14,14,28,12,2,2,0,0,
2016,"Walker, Ethan",Walker,"Walker, 2016", Ethan,PET,PET,T,9,10,18,28,0,1,4,0,1,
2016,"Cook, Keenan",Cook,"Cook, 2016", Keenan,WHI,WHI,T,20,8,19,27,21,0,0,1,0,
2016,"Kelly, Jack",Kelly,"Kelly, 2016", Jack,TOR,TOR,O,18,8,19,27,10,1,4,0,0,
2016,"Longboat, Travis",Longboat,"Longboat, 2016", Travis,SNA,SNA,AP,10,10,17,27,0,4,2,1,0,
2016,"Sundown, Larson",Sundown,"Sundown, 2016", Larson,SNA,SNA,,8,9,18,27,2,2,1,0,1,
2016,"Ward, Cody",Ward,"Ward, 2016", Cody,SCA,SCA,O,16,15,12,27,11,1,2,2,1,
2016,"Wiedemann, Adam",Wiedemann,"Wiedemann, 2016", Adam,BRA,BRA,D,20,8,19,27,10,1,1,1,4,
2016,"Chaykowsky, Nick",Chaykowsky,"Chaykowsky, 2016", Nick,BLS,BLS,F,6,10,16,26,10,3,3,0,0,
2016,"Henry, Alex",Henry,"Henry, 2016", Alex,SNA,SNA,D,9,15,11,26,4,1,2,1,0,
2016,"Northey, Adam",Northey,"Northey, 2016", Adam,MIM,MIM,,15,7,19,26,0,1,3,0,0,
2016,"Curtis, Riley",Curtis,"Curtis, 2016", Riley,BRA,BRA,O,15,13,12,25,2,3,2,1,0,
2016,"Simons, Alec",Simons,"Simons, 2016", Alec,MIM,MIM,,17,4,21,25,26,0,0,0,1,
2016,"Scott, Justin",Scott,"Scott, 2016", Justin,MIM,MIM,,12,10,14,24,4,0,1,0,0,
2016,"Drake, Bennett",Drake,"Drake, 2016", Bennett,WHI,WHI,T,11,13,10,23,30,1,2,0,0,
2016,"Reid, Jackson",Reid,"Reid, 2016", Jackson,KWE,KWE,F,7,11,12,23,15,3,4,1,0,
2016,"Harris, Latrell",Harris,"Harris, 2016", Latrell,SCA,SCA,D,19,8,14,22,14,0,3,0,1,
2016,"Martin, Justin",Martin,"Martin, 2016", Justin,BUR,BUR,T,19,1,21,22,34,0,0,0,1,
2016,"Gold, Eric",Gold,"Gold, 2016", Eric,MIM,MIM,F,14,10,11,21,4,0,0,2,0,
2016,"Lewis, Garrett",Lewis,"Lewis, 2016", Garrett,TOR,TOR,T,17,8,13,21,12,0,0,0,1,
2016,"Charbonneau, Steph",Charbonneau,"Charbonneau, 2016", Steph,BLS,BLS,D,20,10,10,20,62,0,3,4,2,
2016,"McWilliams, Cole",McWilliams,"McWilliams, 2016", Cole,PET,PET,T,15,4,16,20,8,0,0,0,0,
2016,"(AP) Keats, Bryce",(AP) Keats,"(AP) Keats, 2016", Bryce,TOR,TOR,O,14,5,14,19,23,0,4,0,0,
2016,"Cresswell, Braydon",Cresswell,"Cresswell, 2016", Braydon,ORA,ORA,F,13,4,15,19,2,0,1,0,0,
2016,"Elder, Lauchlin",Elder,"Elder, 2016", Lauchlin,BUR,BUR,F,20,15,4,19,10,1,0,1,0,
2016,"Gilray, Matt",Gilray,"Gilray, 2016", Matt,ORA,ORA,F,19,13,6,19,10,0,0,3,0,
2016,"Burr, Cory",Burr,"Burr, 2016", Cory,TOR,TOR,O,16,5,13,18,0,1,2,0,0,
2016,"Hudson, Robert",Hudson,"Hudson, 2016", Robert,MIM,MIM,D,15,8,10,18,0,1,4,0,0,
2016,"Hulbert, Jackson",Hulbert,"Hulbert, 2016", Jackson,TOR,TOR,O,7,10,8,18,7,1,1,0,0,
2016,"Dybowski, Zack",Dybowski,"Dybowski, 2016", Zack,KWE,KWE,T,18,6,11,17,6,0,0,1,2,
2016,"Hulbert, Jackson",Hulbert,"Hulbert, 2016", Jackson,BUR,BUR,,8,6,11,17,5,1,3,1,0,
2016,"Kilgour, Kyler",Kilgour,"Kilgour, 2016", Kyler,SCA,SCA,O,15,4,13,17,2,0,4,0,0,
2016,"Nanos, Jordan",Nanos,"Nanos, 2016", Jordan,BLS,BLS,,9,9,8,17,4,2,0,0,2,
2016,"Young, Chris",Young,"Young, 2016", Chris,BUR,BUR,T,20,6,11,17,24,0,0,1,1,
2016,"Borgatti, Andrew",Borgatti,"Borgatti, 2016", Andrew,BRA,BRA,,20,4,12,16,6,0,0,0,0,
2016,"Smith, Ryan",Smith,"Smith, 2016", Ryan,BUR,BUR,O,13,6,10,16,2,0,1,0,0,
2016,"Barclay, James",Barclay,"Barclay, 2016", James,MIM,MIM,,19,7,8,15,54,1,1,0,0,
2016,"Brown, Connor",Brown,"Brown, 2016", Connor,BRA,BRA,O,5,7,8,15,19,1,1,0,0,
2016,"Gustavsen, Mitch",Gustavsen,"Gustavsen, 2016", Mitch,TOR,TOR,T,20,2,13,15,37,0,0,0,1,
2016,"Miller, Danton",Miller,"Miller, 2016", Danton,SNA,SNA,AP,5,4,11,15,2,2,4,0,1,
2016,"Mullen, Andrew",Mullen,"Mullen, 2016", Andrew,TOR,TOR,T,17,4,11,15,34,0,1,0,2,
2016,"Pace, Alex",Pace,"Pace, 2016", Alex,SCA,SCA,O,19,4,11,15,6,0,2,0,0,
2016,"Patten, Liam",Patten,"Patten, 2016", Liam,BLS,BLS,D,19,9,6,15,94,1,1,1,3,
2016,"Stinson, Tyler",Stinson,"Stinson, 2016", Tyler,WHI,WHI,O,17,6,9,15,25,0,0,0,0,
2016,"Forster, Aaron",Forster,"Forster, 2016", Aaron,TOR,TOR,T,9,7,7,14,2,2,3,0,1,
2016,"Iacocca, Mackenzie",Iacocca,"Iacocca, 2016", Mackenzie,KWE,KWE,F,15,8,6,14,22,1,1,0,0,
2016,"Walsh, Patrick",Walsh,"Walsh, 2016", Patrick,BUR,BUR,T,20,4,10,14,14,0,0,1,0,
2016,"Duncan, Matthew",Duncan,"Duncan, 2016", Matthew,TOR,TOR,O,17,1,12,13,8,0,1,0,0,
2016,"Filson, Cody",Filson,"Filson, 2016", Cody,KWE,KWE,T,19,5,8,13,18,0,1,1,0,
2016,"French, Ben",French,"French, 2016", Ben,MIM,MIM,,6,2,11,13,6,0,4,0,1,
2016,"Mika, John",Mika,"Mika, 2016", John,BLS,BLS,D,20,3,10,13,73,0,1,2,1,
2016,"Poole, Tanner",Poole,"Poole, 2016", Tanner,BLS,BLS,F,18,6,7,13,26,0,0,1,0,
2016,"Coyle, Joel",Coyle,"Coyle, 2016", Joel,ORA,ORA,T,20,1,11,12,23,0,0,0,0,
2016,"Elder, Spencer",Elder,"Elder, 2016", Spencer,BUR,BUR,O,13,2,10,12,8,0,1,0,0,
2016,"Hancock (AP), Bryan",Hancock (AP),"Hancock (AP), 2016", Bryan,SCA,SCA,F,7,6,6,12,2,0,0,2,0,
2016,"Henrick, Jeff",Henrick,"Henrick, 2016", Jeff,ORA,ORA,T,18,7,5,12,30,0,0,0,0,
2016,"Rai, Tristen",Rai,"Rai, 2016", Tristen,WHI,WHI,,7,5,7,12,0,0,0,0,0,
2016,"Simmons, Reid",Simmons,"Simmons, 2016", Reid,BLS,BLS,D,20,6,6,12,12,2,1,0,1,
2016,"Boudreau, Jake",Boudreau,"Boudreau, 2016", Jake,BRA,BRA,,18,2,9,11,12,0,2,0,2,
2016,"Horn, Oran",Horn,"Horn, 2016", Oran,SNA,SNA,T,14,3,8,11,15,0,0,0,0,
2016,"Jones, Callum",Jones,"Jones, 2016", Callum,BUR,BUR,T,20,5,6,11,28,1,0,0,0,
2016,"Lucier, Cory",Lucier,"Lucier, 2016", Cory,SNA,SNA,UA,7,2,9,11,2,0,1,0,1,
2016,"Masson, Zac",Masson,"Masson, 2016", Zac,ORA,ORA,T,18,4,7,11,24,0,0,0,1,
2016,"Masterson, Pat",Masterson,"Masterson, 2016", Pat,KWE,KWE,F,20,1,10,11,9,0,0,0,2,
2016,"Prince, Davis",Prince,"Prince, 2016", Davis,KWE,KWE,F,7,4,7,11,0,0,0,0,0,
2016,"Boissonneault, Mathieu",Boissonneault,"Boissonneault, 2016", Mathieu,WHI,WHI,D,18,2,8,10,10,0,0,0,1,
2016,"Brown, Travis",Brown,"Brown, 2016", Travis,ORA,ORA,T,18,2,8,10,6,0,1,0,0,
2016,"Harris, Michael",Harris,"Harris, 2016", Michael,TOR,TOR,T,19,7,3,10,2,0,0,1,0,
2016,"Layton, Brent",Layton,"Layton, 2016", Brent,BLS,BLS,F,20,2,8,10,2,0,1,0,0,
2016,"Nishimura, Jackson",Nishimura,"Nishimura, 2016", Jackson,TOR,TOR,T,20,5,5,10,15,0,0,0,0,
2016,"Simeoni, Tristan",Simeoni,"Simeoni, 2016", Tristan,BLS,BLS,,13,3,7,10,0,0,0,0,1,
2016,"Willman, Christopher",Willman,"Willman, 2016", Christopher,ORA,ORA,T,18,5,5,10,24,0,0,0,0,
2016,"Booth, Percy",Booth,"Booth, 2016", Percy,SCA,SCA,O,12,2,7,9,36,0,0,0,0,
2016,"Challice, Dan",Challice,"Challice, 2016", Dan,PET,PET,D,19,5,4,9,11,0,0,0,2,
2016,"Darroch, Sean",Darroch,"Darroch, 2016", Sean,WHI,WHI,D,18,2,7,9,14,0,0,0,0,
2016,"Emery, Nathan",Emery,"Emery, 2016", Nathan,BUR,BUR,T,20,3,6,9,11,0,0,0,0,
2016,"Laprade, Dylan",Laprade,"Laprade, 2016", Dylan,BLS,BLS,D,20,1,8,9,44,0,0,0,0,
2016,"McWilliams, Mike",McWilliams,"McWilliams, 2016", Mike,BLS,BLS,F,19,3,6,9,2,0,0,1,1,
2016,"Rice, Brine",Rice,"Rice, 2016", Brine,PET,PET,O,5,3,6,9,2,1,2,0,1,
2016,"S Hill, Owen",S Hill,"S Hill, 2016", Owen,SNA,SNA,,10,2,7,9,12,0,0,0,0,
2016,"Staats, Jerry",Staats,"Staats, 2016", Jerry,SNA,SNA,,18,1,8,9,13,0,1,0,2,
2016,"Cole, Connor",Cole,"Cole, 2016", Connor,KWE,KWE,F,19,3,5,8,22,0,0,0,0,
2016,"Cook, Jake",Cook,"Cook, 2016", Jake,TOR,TOR,T,6,3,5,8,6,0,1,1,0,
2016,"Eddy, Garrett",Eddy,"Eddy, 2016", Garrett,WHI,WHI,D,14,6,2,8,10,0,0,0,0,
2016,"Grimes, Colin",Grimes,"Grimes, 2016", Colin,MIM,MIM,F,7,3,5,8,0,0,1,0,0,
